ID;Fecha;CUEST_ID;Estado;P0;P0_ccaa;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10R1;P10R2;P10R3;P10R4;P10R5;P10R6;P10R7;P10R8;P10R9;P10R10;P10R11;P10R12;P10R13;P10R99;P11R1;P11R2;P11R3;P11R4;P11R5;P11R6;P11R7;P11R8;P11R9;P11R10;P11R11;P11R12;P11R13;P11R99;P12;P13;P14_20P14;P14_20P15;P14_20P16;P14_20P17;P14_20P18;P14_20P19;P14_20P20;P21;P22R1;P22R2;P22R3;P22R4;P22R5;P22R6;P22R7;P22R9;P23;P24;P25;P26;P27;P28;P29;P30;P31;P32;P33;P34;P35;P36;P37;P38R1;P38R2;P38R3;P38R4;P38R5;P38R6;P38R7;P38R8;P38R9;P39;P40;P41_55P41;P41_55P42;P41_55P43;P41_55P44;P41_55P45;P41_55P46;P41_55P47;P41_55P48;P41_55P49;P41_55P50;P41_55P51;P41_55P52;P41_55P53;P41_55P54;P41_55P55;P56;P57R1;P57R2;P57R3;P57R4;P57R5;P57R9;P58;P59R1;P59R2;P59R3;P59R4;P59R5;P59R6;P59R7;P59R9;P60R1;P60R2;P60R3;P60R4;P60R5;P60R6;P60R7;P60R8;P60R9;P60R10;P60R11;P60R12;P61;P62_68P62;P62_68P63;P62_68P64;P62_68P65;P62_68P66;P62_68P67;P62_68P68;P69_75P69;P69_75P70;P69_75P71;P69_75P72;P69_75P73;P69_75P74;P69_75P75;P76;P77;P78;P79;P80;P81;P82_90P82;P82_90P83;P82_90P84;P82_90P85;P82_90P86;P82_90P87;P82_90P88;P82_90P89;P82_90P90;P91_95P91;P91_95P92;P91_95P93;P91_95P94;P91_95P95;P96_100P96;P96_100P97;P96_100P98;P96_100P99;P96_100P100;P101_103P101;P101_103P102;P101_103P103;P104;P105_111P105;P105_111P106;P105_111P107;P105_111P108;P105_111P109;P105_111P110;P105_111P111;P105_111P112;REC_depender;REC_trabajar;REC_paro;REC_poderadquisitivo;REC_menoshobbies;REC_recortebasico;REC_estadoanimico;PONDE;TODES;P1_EDAD;P2_SEXO;P3_ESTUDIOS;P4_ACTIVIDAD;P6_CLASESOCIAL;P8_IDEOLOGIA;P9_RELIGION;REC_vacaciones;REC_ahorrar;REC_gastosimprevistos;REC_caprichos;REC_temperatura;REC_ordenador;REC_facturas;carencia;CarenciaMaterial;P7rec;P56rec1;P56rec2;P80rec1;P80rec2;P81rec1;P81rec2;P81rec3;P41;P42;P43;P44;P45;P46;P47;P48;P49;P50;P51;P52;P53;P54;P55;P41_P55;VAR00001;VAR00002;VAR00003;VAR00004;P41_P55rec
0c7caeb3-354a-843f-d883-9a57126c7451;2023-02-02 11:24:31;4552556;FINALIZADO;3;C. Valenciana;28;2;7;1;3;3;3;5;0; ; ;3; ;5; ;7; ; ; ; ; ; ; ; ; ;3; ;5; ;7; ; ; ; ; ; ; ;2;3;9;9;99;4;10;0;10; ;1;2; ; ; ; ; ; ;2;2;1;3;1;3;6;5;3;1;2;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;9;3;0;0;4;0;0;5;7;8;7;0;6;0;7;2; ; ; ; ;5; ;5; ; ;3; ;5;6; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;6;10;99;8;7;5;0;3;4;5;6;7;6;0;4;4;5;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;7;10;10;4;2;1;1;1;99;1;1;99;3;3;9;2;3;1;3;,738028169;0;3;1;3;1;2;2;1; ;1;1;1; ;1; ;1;1;1;0;2;2;2;1;1;1;3;1;1;1;2;1;1;2;3;3;3;1;2;1;3;5; ; ; ; ;3
ed7feb22-8985-e725-0e12-df54e689d2c6;2023-02-02 11:31:29;4552557;FINALIZADO;8;Cataluña;26;2;6;6;3;3;3;5;7; ; ;3; ; ; ; ;8;9; ; ; ; ; ; ;2;3; ; ; ; ;8; ; ; ; ; ; ;2;3;3;10;9;9;10;8;7; ; ;2;3; ; ; ; ; ;4;4;4;2;2;2;5;5;3;3;1;2;2;4; ; ; ; ; ; ; ; ; ; ;3;1;6;3;6;9;7;0;8;2;4;9;6;7;5;0;10;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;6;7;2;9;8;7;4;8;7;2;8;1;4;5;7;1;2;2;2;1;0;0;0;0;0;4;0;0;0;0;2;1;3;0;1;1;1;2;1;0;10;10;5;2;2;1;2;2;2;1;2;1;3;3;3;3;3;3;,738028169;0;3;1;3;4;2;2;3; ; ;1; ; ; ; ;6;3;1;1;1;2;2;1;1;1;2;1;2;3;3;1;3;1;2;3;2;3;2;1;3;6; ; ; ; ;4
d272b783-bf1c-0d01-cab3-83595ebdfa1c;2023-02-02 11:27:20;4552561;FINALIZADO;30;C. Madrid;28;2;8;1;4;2;4;5;0; ; ;3;4; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ;8;9;10; ; ; ; ;3;2;3;2;1;2;8;3;2; ;1;2; ; ; ; ; ; ;2;1;1;2;2;3;1;6;1;2;4;1;4;4; ; ; ; ; ; ; ; ; ; ;4;2;0;2;4;3;6;4;4;0;8;2;1;1;1;0;4;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;1;3;3;0;0;4;4;0;7;10;8;9;10;9;9;8;1;1;1;2;1;0;0;0;0;1;0;0;5;0;10;10;10;10;10;1;1;1;1;1;10;10;10;1;1;1;1;1;1;1;2;1;1;1;1;1;3;1;1;,738028169;0;3;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;0;2;2;2;1;1;1;1;1;2;1;2;2;2;1;3;1;1;1;1;1;2;1; ; ; ; ;2
53a50669-45a5-20dd-0159-328e97804289;2023-02-02 11:38:27;4552563;FINALIZADO;17;Galicia;21;2;6;2;2;3;1;3;3; ;2;3; ; ;6; ; ; ; ; ; ; ; ; ;2; ; ; ;6; ; ; ; ; ; ; ; ;1;2;1;3;2;2;2;2;2; ;1;2; ; ; ; ; ; ;2;3;3;3;2;2;6;6;3;2;2;3;2;4; ; ; ; ; ; ; ; ; ; ;2;1;8;7;6;5;6;7;6;6;4;5;6;8;7;4;4;4; ; ; ; ;5; ;5;1; ; ; ;5; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;2;7;2;2;3;6;7;3;7;5;7;7;7;3;5;3;2;2;1;3;1;0;7;1;3;2;1;1;7;3;5;6;5;4;6;3;4;3;3;1;5;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;,738028169;0;2;1;3;3;2;1;1; ; ; ;1;1;1; ;4;2;1;0;4;3;3;1;1;1;3;3;2;2;2;3;2;2;2;2;2;3;3;2;2;5; ; ; ; ;3
b83489b0-3945-a30d-9080-bd1f71124054;2023-02-02 11:26:09;4552564;FINALIZADO;42;Andalucía;28;2;7;2;2;3;1;8;5;1; ;3; ; ; ; ;8; ; ; ; ; ; ;1; ; ; ; ;6;7; ; ; ; ; ; ; ;1;2;7;7;7;8;8;7;7; ;1; ; ; ; ; ; ; ;1;1;2;1;3;1;3;3;1;3;9;2;2;3;2; ; ;3; ; ; ; ; ; ;3;4;6;6;6;7;6;6;6;7;6;6;6;7;7;6;6;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ;2;8;8;9;8;7;8;8;6;6;6;5;6;5;6;5;4;2;2;4;4;7;5;7;7;8;6;7;8;7;7;7;8;8;7;1;1;1;1;1;0;0;0;3;2;2;2;1;2;2;2;1;3;3;3;3;3;3;3;,738028169;0;3;1;3;3;2;3;2; ; ; ;1; ; ;1;6;3;2;0;3;3;3;0;3;4;2;2;2;3;2;2;2;3;2;2;2;3;3;2;2;4; ; ; ; ;3
0e07dc5a-9aa0-43dd-bf6a-e82c8538ffc4;2023-02-02 12:08:30;4552566;FINALIZADO;15;C. La Mancha;23;2;3;7;9;4;2;5;99; ;2; ; ; ; ; ; ;9; ;11; ; ; ; ;2; ; ; ; ; ; ;9; ;11; ; ; ;2;3;10;99;10;99;99;99;10;5;1; ;3; ; ; ; ; ;3;3;9;3;5;1;1;6;3;5;1;4;1;2;2;1; ;3; ; ; ; ; ; ;1;3;10;10;0;0;10;10;10;7;1;6;8;99;5;0;6;5;1;2;3;4; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;9;10; ; ;1;10;8;5;5;6;10;6;7;2;99;10;99;2;0;10;1;3;2;5;3;0;5;0;3;0;5;5;2;0;99;7;7;10;10;1;1;1;1;1;10;10;10;4;99;99;99;99;1;1;99;99;3;9;3;9;9;9;3;1,278846154;0;2;1;1;4;3;2;9; ; ; ; ;1;1; ;0;1;3;0;4;4;4;0;3;3;3;3;1;1;3;3;3;3;1;2;3;4;2;1;2;7; ; ; ; ;4
be7d652f-e027-0071-c41f-5156168285b1;2023-02-02 11:26:34;4552568;FINALIZADO;33;Región de Murcia;21;2;3;1;1;3;3;99;99;1; ; ; ; ; ;7; ; ;10; ; ; ; ; ;2; ; ; ;6; ; ; ; ;11; ; ; ;9;2;5;5;5;10;10;99;6; ; ; ;3;4; ; ; ; ;9;5;3;3;3;2;6;9;4;3;2;2;2;3;2;1;2; ; ; ; ; ; ; ;3;4;5;3;5;5;5;5;5;9;7;8;8;4;7;1;4;3; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3; ; ; ; ; ; ; ; ; ;2;6;9;9;6;5;4;4;10;7;6;10;8;6;7;99;3;5;3;4;3;6;5;9;4;3;5;3;9;10;6;3;4;7;99;3;3;5;5;4;2;5;6;4;2;1;2;2;1;1;1;2;2;2;2;3;3;9;2;1,278846154;0;2;1;1;1;2;9;9; ;1; ; ;1;1; ;4;2;2;0;3;3;3;0;3;3;2;1;2;2;2;2;2;3;3;3;3;2;3;1;2;5; ; ; ; ;3
d45aaf35-79be-8518-fe05-9b718d78fddb;2023-02-02 11:36:18;4552571;FINALIZADO;42;Andalucía;24;2;6;6;3;3;2;2;2; ;2;3; ;5; ; ; ; ; ; ; ; ; ; ;2;3; ;5; ; ; ; ; ; ; ; ; ;2;3;9;4;10;6;8;8;8;1;1;2; ; ; ; ; ; ;3;3;1;3;3;2;5;5;1;3;2;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2;10;10;10;10;10;10;10;99;6;9;9;10;10;0;7;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3; ; ; ; ; ; ; ; ; ;3;10;7;2;6;10;7;3;7;2;5;2;5;5;3;6;2;3;2;3;2;5;0;10;0;0;0;0;2;3;0;0;0;0;4;1;1;1;5;1;6;9;10;5;2;2;99;1;2;1;1;1;3;2;3;2;3;3;3;,738028169;0;2;1;3;4;2;1;1; ; ; ;1; ;1;1;3;2;2;0;4;3;3;0;2;2;3;3;3;3;3;3;3;4;2;3;3;3;3;1;3;12; ; ; ; ;4
05b81619-6f2b-7c9e-0129-22930ebe0e86;2023-02-02 11:26:07;4552572;FINALIZADO;16;Andalucía;22;2;5;3;5;4;2;5;5;1;2; ; ; ; ; ;8; ; ; ; ; ; ;1; ; ; ; ; ; ;8; ; ; ;12; ; ;1;1;99;10;10;10;10;10;10;4; ;2; ; ; ; ; ; ;9;9;9;3;5;1;1;6;2;3;3;1;4;4; ; ; ; ; ; ; ; ; ; ;3;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;4; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9;10;10;10;10;10;10;10;4;4;4;2;1;2;0;4;3;3;3;5;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;2;99;99;99;99;1;99;1;99;9;3;3;3;3;3;3;1,018018018;0;2;1;2;3;3;2;2; ; ; ; ;1; ; ;0;1;3;0;4;4;4;0;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;15; ; ; ; ;4
214a3d0d-d8be-4545-f33d-0961d50e83eb;2023-02-02 11:28:01;4552576;FINALIZADO;35;Galicia;21;1;4;2;3;3;2;6;1; ; ;3; ;5;6; ; ; ; ; ; ; ; ;1;2; ; ; ;6; ; ; ; ; ; ; ; ;2;2;9;9;7;9;8;8;10;2; ; ; ; ;5;6; ; ;2;2;2;2;2;3;5;4;2;2;5;1;3;2;2;1; ; ; ; ;6; ; ; ;3;3;9;7;9;9;6;8;6;8;7;7;10;8;9;8;7;4; ; ; ; ;5; ;2; ;2; ;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;9;5;8;6;8;5;9;7;8;8;7;8;9;7;8;2;2;2;4;3;1;8;2;1;0;4;0;9;9;2;8;3;7;5;1;1;1;2;2;1;1;0;2;2;2;1;2;1;1;99;1;3;3;3;3;3;3;3;1,018018018;0;2;2;2;3;2;2;1; ; ;1; ;1;1;1;3;2;1;0;4;3;3;0;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;13; ; ; ; ;4
29391392-0622-390b-9da2-271200e4627a;2023-02-02 11:32:45;4552578;FINALIZADO;46;Aragón;26;2;7;1;2;3;4;7;6; ; ;3; ;5; ; ; ; ; ;11; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;3;2;8;10;10;8;10;8;10; ; ;2; ; ; ; ; ; ;1;3;2;3;2;2;4;5;2;3;2;3;2;4; ; ; ; ; ; ; ; ; ; ;1;1;10;10;10;9;10;10;10;10;8;10;10;10;9;7;10;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;4; ; ; ;8; ; ; ; ;3;10;10;10;10;10;10;10;5;5;5;5;4;7;5;7;2;3;3;5;3;0;0;0;0;0;0;0;3;0;0;0;7;6;10;1;1;1;2;1;10;5;6;5;1;2;1;2;2;2;2;2;3;3;3;3;3;3;3;,738028169;0;3;1;3;1;2;3;2;1; ;1; ; ; ; ;6;3;1;0;2;4;4;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;15; ; ; ; ;4
187d3ba3-7de7-1d46-d993-0f566db53a43;2023-02-02 11:25:50;4552580;FINALIZADO;11;Andalucía;23;2;6;2;1;3;2;8;5; ;2; ; ; ; ; ;8; ;10; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ;12; ; ;2;3;9;10;10;8;8;10;8;1;1;2; ; ; ; ; ; ;3;3;3;2;2;3;6;6;2;4;2;3;2;4; ; ; ; ; ; ; ; ; ; ;4;2;9;9;10;10;9;5;3;9;3;9;8;9;10;8;6;3; ; ; ; ;5; ;4; ; ; ; ;5; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;10;9;10;10;10;9;3;10;10;10;3;9;10;10;6;4;4;4;4;1;0;0;0;3;0;0;0;0;0;3;0;0;4;4;1;1;1;3;1;8;8;4;6;2;1;2;1;2;2;1;2;3;3;3;3;3;3;3;,738028169;0;2;1;3;3;2;3;2; ;1; ;1; ; ; ;5;3;1;0;3;3;3;1;1;1;3;3;3;3;3;2;1;3;1;3;3;3;3;3;2;11; ; ; ; ;4
45be8439-0d7b-d40b-1a09-b0957b1868a7;2023-02-02 11:29:30;4552581;FINALIZADO;15;C. La Mancha;23;1;6;3;1;9;2;99;5; ;2;3; ; ; ;7; ; ; ; ; ; ; ; ;2; ; ; ; ;7; ; ; ;11; ; ; ;2;3;4;6;5;5;4;7;4;1;1;2; ; ; ; ; ; ;9;9;2;3;3;3;1;4;3;1;5;2;2;4; ; ; ; ; ; ; ; ; ; ;2;1;7;8;7;2;6;5;7;9;6;9;5;3;5;0;4;3; ; ; ; ;5; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;8;9;5;5;10;9;0;6;5;6;8;4;0;5;3;4;2;2;2;2;0;0;0;0;0;0;0;6;0;10;0;0;2;0;1;1;1;1;1;2;2;0;2;2;2;2;1;1;1;1;2;2;2;2;2;2;3;2;,738028169;0;2;2;3;3;9;9;2; ; ; ;1;1;1; ;4;2;2;0;3;2;2;0;2;2;3;3;3;1;2;2;3;3;2;3;2;1;2;1;2;6; ; ; ; ;4
0c2bf321-9165-d87c-8f11-c700eda2f5ea;2023-02-02 11:35:57;4552582;FINALIZADO;42;Andalucía;29;2;7;1;4;2;4;5;5; ;2; ; ;5; ; ; ; ; ;11; ; ; ; ; ;3; ;5; ; ; ; ; ; ; ; ; ;2;3;6;9;7;8;8;7;9; ;1;2; ; ; ; ; ; ;1;2;2;3;2;3;6;6;4;3;4;2;3;3;2; ;2;3; ; ; ; ; ; ;2;2;3;4;4;6;5;5;4;6;4;4;4;0;1;0;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;3;7;8;7;6;7;3;8;5;1;4;4;4;5;5;1;5;1;3;1;0;1;0;0;0;0;0;4;0;4;4;6;4;3;1;1;1;1;1;5;5;4;2;1;1;1;1;1;1;1;1;2;3;3;3;3;3;3;,738028169;0;3;1;3;1;1;2;2;1;1;1;1;1;1;1;0;1;1;1;1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;0; ; ; ; ;1
50c97938-5442-211b-7008-4de27fa131a6;2023-02-02 11:31:30;4552586;FINALIZADO;20;Andalucía;18;1;5;8;3;3;3;0;0;1;2; ; ; ;6; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ;8; ; ; ; ; ; ;3;2;7;7;5;7;8;7;6; ;1;2; ; ; ; ; ; ;4;4;2;3;3;2;5;4;3;3;2;2;2;1;2; ; ;3; ; ; ;7; ; ;1;1;8;6;4;3;6;5;4;3;6;5;1;4;0;0;5;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;7; ; ; ; ; ;1;6;5;7;5;3;6;7;5;5;7;4;8;0;2;5;2;3;3;3;2;0;0;0;0;0;4;0;0;0;0;0;0;0;3;1;1;1;3;3;0;3;0;5;2;2;2;2;2;1;2;2;3;3;2;3;3;3;2;1,018018018;0;1;2;2;5;2;1;1; ; ; ; ; ;1; ;7;3;2;0;3;3;3;0;2;2;3;2;2;1;2;2;2;1;2;2;1;2;1;1;2;1; ; ; ; ;2
f0e3e195-f744-cbeb-5aa5-d5c8e0619575;2023-02-02 11:26:51;4552590;FINALIZADO;30;C. Madrid;27;2;3;2;5;3;5;0;7; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ;3;1;5;7;99;5;1;3;4; ; ; ; ; ; ;6; ; ;1;4;3;2;3;2;5;5;1;5;2;1;3;4; ; ; ; ; ; ; ; ; ; ;4;3;99;8;2;10;8;7;6;8;6;2;2;3;8;6;8;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ;2;5;9;3;7;3;10;2;8;5;2;8;9;6;99;4;2;3;4;3;4;8;4;10;4;6;7;99;6;5;0;9;3;5;7;2;5;4;4;4;2;2;5;4;2;99;2;2;2;1;1;99;2;3;9;2;1;1;2;1,278846154;0;3;1;1;3;2;1;3; ; ; ; ; ;1; ;4;2;2;0;4;3;3;0;3;4;4;3;1;3;3;3;2;3;2;1;1;1;3;2;3;7; ; ; ; ;4
0a557c1d-7c48-734c-242d-487ed3633182;2023-02-02 11:25:26;4552591;FINALIZADO;5;Asturias;23;1;7;4;3;3;4;7;4; ; ; ; ; ; ; ; ;9;10; ; ; ; ; ; ; ; ; ; ; ;8; ; ;11; ; ; ;2;2;4;3;5;1;8;10;7; ; ;2; ;4; ; ; ; ;3;4;4;3;3;9;2;4;3;3;2;2;3;2;2; ; ; ;4; ;6; ; ; ;2;4;9;6;1;9;3;99;2;9;9;0;0;10;3;7;7;2; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;2;7;2;1;3;7;7;7;3;5;3;7;1;4;4;4;5;2;5;4;4;3;5;8;6;7;8;1;6;99;10;8;4;4;2;99;5;2;99;4;4;4;2;3;1;2;1;2;1;1;1;2;2;1;2;1;3;3;3;,738028169;0;2;2;3;2;2;3;2;1; ;1; ;1;1; ;3;2;2;0;2;3;3;0;3;4;3;2;1;3;1;4;1;3;3;1;1;3;1;3;3;7; ; ; ; ;4
cb2fdf65-fdac-ff4c-8b55-eb049af49987;2023-02-02 11:50:25;4552593;FINALIZADO;3;C. Valenciana;28;2;6;2;3;2;5;8;1; ;2;3; ; ; ; ; ; ; ;11; ; ; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ;1;2;5;7;5;2;5;3;1; ; ;2; ; ;5; ; ; ;2;3;2;3;3;3;6;5;3;2;4;2;2;3;9; ;2; ; ; ; ; ; ; ;4;3;2;2;5;3;6;6;4;4;9;4;3;3;6;3;2;2; ; ; ; ;5; ;4; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;5;2;1;1;7;3;1;7;4;9;9;3;2;7;9;2;1;2;2;1;0;9;1;2;0;2;2;1;4;10;1;10;9;9;1;1;1;2;1;8;9;10;1;1;1;2;1;99;1;1;2;2;3;2;1;2;1;1;,738028169;0;3;1;3;3;1;3;1;1;1; ;1; ;1; ;2;2;2;0;2;2;2;1;1;1;1;1;2;1;2;2;2;2;3;2;1;1;2;1;1;1; ; ; ; ;2
d66f4f14-ce8c-67c5-d624-7b4467ef54f7;2023-02-02 11:42:19;4552594;FINALIZADO;11;Andalucía;26;1;6;1;2;3;3;5;0; ; ; ; ; ; ;7;8; ; ; ;12; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ;2;3;10;10;10;10;10;10;10; ; ;2; ; ;5; ; ; ;1;3;2;3;2;2;6;4;3;4;1;3;3;3;2; ;2; ; ; ; ; ; ; ;4;2;6;8;2;1;7;7;9;6;7;9;7;6;9;0;2;2; ; ; ; ;5; ;5; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;8;8;4;2;10;7;0;6;4;5;3;8;2;7;5;3;2;2;2;2;0;7;0;2;0;0;0;0;1;0;7;2;0;0;1;1;1;1;2;10;10;0;6;99;2;1;2;2;1;1;2;3;3;3;3;3;3;3;,738028169;0;3;2;3;1;2;2;1; ; ;1; ; ;1; ;4;2;1;0;2;2;2;0;2;2;2;3;1;1;3;3;3;2;3;3;3;2;3;1;1;8; ; ; ; ;4
b17b24e8-f352-7596-dfd8-1050b900b376;2023-02-02 12:46:01;4552597;FINALIZADO;8;Cataluña;25;1;3;1;9;3;3;5;7; ; ;3;4;5; ; ; ; ; ; ; ; ; ; ; ;3;4;5; ; ; ; ; ; ; ; ; ;3;2;6;3;3;5;5;6;5; ;1;2; ; ; ; ; ; ;2;3;3;2;2;3;6;6;3;3;2;2;2;2;2;1;2; ; ; ; ; ; ; ;3;4;5;2;3;0;0;3;4;0;4;2;1;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;5;2;0;0;7;0;0;7;5;7;5;10;1;8;5;2;3;2;2;1;0;4;7;0;0;0;0;0;0;0;0;0;0;10;1;1;1;4;1;0;10;5;5;1;2;2;1;2;99;1;2;2;1;1;2;2;2;2;1,278846154;0;3;2;1;1;2;2;3;1; ; ;1; ; ; ;4;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;2;1;2;1;1;1;1;1;1;0; ; ; ; ;1
077352f9-ecf9-5aba-cac9-6658c8c98e15;2023-02-02 11:31:04;4552603;FINALIZADO;37;Canarias;23;2;6;2;4;4;2;1;0; ; ; ; ; ; ; ;8; ;10;11; ; ; ;1;2; ; ; ; ; ; ; ; ;11; ; ; ;1;1;8;2;2;7;8;8;3;1;1;2; ; ; ; ; ; ;3;2;1;2;3;2;2;2;2;3;2;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;3;9;2;8;2;3;9;8;8;3;8;9;7;3;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;9;2;1;4;6;8;3;8;7;8;2;0;5;7;7;2;2;2;1;1;0;0;0;0;0;0;0;0;0;9;9;9;8;7;1;1;1;2;1;9;9;9;2;1;1;2;1;2;1;2;1;3;1;1;3;3;3;1;,738028169;0;2;1;3;3;3;1;1;1;1; ;1; ;1;1;3;2;2;1;1;1;1;1;1;1;1;3;1;3;1;1;3;3;3;1;3;3;3;1;3;9; ; ; ; ;4
4396ba6d-0d49-ba09-2f5d-8ebdd77167f3;2023-02-02 11:33:08;4552604;FINALIZADO;15;C. La Mancha;23;1;4;3;2;4;1;5;5; ; ; ; ; ; ; ; ;9; ;11; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ;1;9;3;6;6;4;2;3;1; ;1;2; ; ; ; ; ; ;2;1;1;2;2;3;6;6;3;2;4;2;2;4; ; ; ; ; ; ; ; ; ; ;3;1;99;0;0;0;1;1;0;0;7;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;8;10;7;6;8;8;2;10;8;7;10;3;8;7;7;1;2;2;1;1;0;0;1;0;0;0;0;7;3;0;0;0;0;0;1;1;1;1;1;6;4;4;2;1;1;1;1;99;1;1;1;1;2;2;2;1;1;1;1,018018018;0;2;2;2;3;3;2;2;1;1;1;1; ;1;1;0;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1; ; ; ; ;2
e6d3b2c8-e92c-b91e-6af8-86f89cc48228;2023-02-02 11:34:39;4552606;FINALIZADO;8;Cataluña;19;2;4;4;4;4;2;3;3;1;2;3; ; ; ; ; ; ; ; ; ; ; ;1;2; ;4; ; ; ; ; ; ; ; ; ; ;2;3;10;10;10;9;9;9;10;3;1; ; ; ; ;6; ; ;4;2;1;3;3;2;5;4;4;4;2;2;1;4; ; ; ; ; ; ; ; ; ; ;2;1;10;10;8;9;10;10;8;9;2;9;9;6;9;0;10;4; ; ; ; ;5; ;5;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;8;10;9;8;8;9;0;10;8;7;7;6;8;7;8;2;2;1;4;1;0;5;0;0;0;0;0;3;0;1;1;10;6;7;1;1;1;2;1;10;9;9;2;2;2;1;2;1;1;1;2;3;3;3;3;3;3;3;1,018018018;0;1;1;2;2;3;1;1; ; ;1; ;1;1; ;4;2;2;0;4;3;3;1;1;1;3;3;3;3;3;3;3;3;1;3;3;2;3;1;3;12; ; ; ; ;4
9761ec0a-2754-fa7d-d83a-d84a2c7e65e0;2023-02-02 11:31:24;4552607;FINALIZADO;30;C. Madrid;27;2;7;2;3;3;3;5;1; ;2;3; ; ;6; ; ; ; ; ; ; ; ; ; ;3; ; ;6; ; ;9; ; ; ; ; ;2;3;0;1;0;3;8;5;4; ; ; ; ; ;5;6; ; ;2;2;2;2;2;2;1;6;2;2;2;2;3;1;3; ;2; ; ; ; ; ; ; ;2;1;4;0;2;3;2;0;6;0;5;1;0;1;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;3;0;0;0;0;4;0;0;7;8;10;6;7;5;7;7;4;4;4;4;1;0;4;3;0;0;0;0;0;3;0;0;2;0;0;1;1;1;1;1;0;0;0;3;1;2;1;1;1;1;99;1;1;1;1;1;3;2;2;,738028169;0;3;1;3;3;2;2;1;1; ;1;1;1;1;1;1;1;1;1;1;3;3;1;1;1;2;1;1;1;1;1;2;1;2;1;1;1;1;1;1;0; ; ; ; ;1
